Unnamed: 0,borough,parenthesis,post_id,post_date,post_time,update_date,update_time,title,price,images,square_footage,housing_type,description,bedroom,bathroom,cat,dog,laundry,parking,post_id_old,smoking,furnished,URL,Reason,SPAM
<built-in function id>,san gabriel valley,Monrovia,6758388561.0,2018-11-26,5:31pm,2018-12-01,1:02pm,1 bd 1 ba Newly renovated 1st Floor unit ready to move in,$1789,9.0,780,,"***Saturday 10:00 am to 2:00 pm*** Monrovia Villas Apartment Homes offers community living with a friendly atmosphere. We are located in the heart of the San Gabriel Valley about five miles east of Pasadena. There is easy access to the 210 and 605 freeways. We are also located a short distance from the Metro Gold Line station and new transit village, Old Town Monrovia on Myrtle Ave., shopping, entertainment, highly rated restaurants, and much more! -Additional Parking Available -Central Air and Heat -Full Covered Parking -Fitness Center -Assigned Parking -Controlled Access -Dishwasher -Newly renovated Swimming Pool -High Speed Internet Access -Patio/Balcony -On-site Laundry Facility -24-hour On-Call Maintenance -Spacious closet in Master Bedroom -Minutes from the new Station Square Transit Village & Metro Gold Line -Spa Call: show contact info Professionally managed by Cirrus Asset Management Inc. Equal Housing Opportunity Rental rates and availability subject to change daily Pet friendly Less than 25 pound.",1.0,1.0,,,,,,,,,,False
<built-in function id>,central LA,Los Angeles,6762427055.0,2018-12-01,1:03pm,,,"Dog Owner's Lounge and Pet Grooming Area, 2 Swimming Pools",$2790,5.0,627,apartment,"Circa LA 1200 S Figueroa Street, Los Angeles, CA, 90015Call Now - show contact info x 24OR Text 24 to show contact info to text our team directly.Want more info? See the link below:http://cl.greystar.com/c29zu3 INTRODUCING THE ULTRA-LUXURY APARTMENT This is a 1 Bedroom, 1 Bath, approximately 627 Sq. Ft. Circa is a new collection of luxury apartments unlike anything Downtown Los Angeles has seen before. Designer residences and penthouses with unrivaled views, lavish amenities and a two-acre rooftop park and pool retreat. All in the city's most enviable address, right across the street from LA LIVE. Pet Policy:Dogs and cats welcome. 2 pet limit. Breed restrictions Income Requirements:3x monthly rentOffice Hours:Monday-Sunday:9:00AM-6:00PMEqual Housing Opportunity zwpYZ5jECW",1.0,1.0,cats are OK - purrr,dogs are OK - wooof,w/d in unit,detached garage,,no smoking,,,,False
<built-in function id>,SF valley,Reseda/ Northridge Adj,6762426819.0,2018-12-01,1:03pm,,,1 BED 1 BA in Northridge/Reseda + Pool + Walk-in Closet + Granite,$1650,9.0,615,,"WELCOME TO VILLA LA PALOMA Open House every Saturday & Sunday from 10am-5pm. You have arrived at the center of fun and convenience at Villa La Paloma Apartments. Your New Home is close to great shopping and local nightlife. Relax in the Villa La Paloma's sparking pool and spa or work out in our fitness center. 7722 Reseda Blvd. Reseda, 91335 AMENITIES Assigned Parking Controlled Access/Gated Elevator Fitness Center Laundry Room Pool Spa/Hot Tub Air Conditioner Dishwasher Stainless Steel Appliances Walk-In Closets Wood Inspired Flooring Quartz Countertops DISCLAIMER Any Interior Pictures May Not Be Of Exact Apartment Home. Square Footage Is Approximate. Close to Encino, Lake Balboa, North Hills, Winnetka, Canoga Park, CSUN, Northridge, Chatsworth, Van Nuys, Tarzana and Granada Hills. Nearby the 405, 101 and 118 Freeways, Northridge Fashion Center, CSUN, Cal State University, Northridge, Valley Performing Arts Center, VPAC, Costco, Starbucks, Denny's, Baskin Robins, CVS. Walgreen's, Albertsons",1.0,1.0,,,,,,,,,,False
<built-in function id>,long beach / 562,Long Beach,6762426733.0,2018-12-01,1:03pm,,,Perfect gift for the holidays. A new home! Stop by and tour Today!,$1295,13.0,570,,Contact info: Jonathan| email: show contact info | | Orange Terrace Apartments |,1.0,1.0,,,,,,,,,,False
<built-in function id>,central LA,Hollywood,6762426744.0,2018-12-01,1:03pm,,,MOVE-IN Special-1BD Apartment w/Loft,$3295,10.0,859,,"The Line Lofts 1737 N Las Palmas Hollywood CA $3,295/mo Available NOW KEY FEATURES Bedrooms: 1 Bed+ Loft Bathrooms: 1 Bath Parking: One Underground parking space Lease Duration: 1 Year (See Details Below)Deposit: $750 (If application approved) Pet Rent: $50 Pet Deposit: $500 Concession: First & Last Month Off Laundry: In Unit Floor: 2nd Unit #: 213 Property Type: Apartment DESCRIPTION With exteriors designed by Zoltan Pali (SPF:architects) and interiors by Gulla Jonsdottir, The Line Lofts is part of an exclusive collection of residences created by Wilshire Skyline to bring out the best of Los Angeles. Located in the heart of Old Hollywood, The Line Lofts is a refined hideaway. With stunning views of the Hollywood Hills, abundant building amenities, guest events, services and benefits, The Line Lofts is an extraordinary living experience. RENTAL FEATURES Washer & Dryer Equipped Kitchen Hardwood floor Stainless Steel Appliances Loft Double Pane Windows Patio Central AC Hardwood floor COMMUNITY FEATURES Secured entry Concierge Lobby Underground Parking Dog Park Lounge Room Sky Lounge Pool LEASE TERMS Credit Score of 700 or better is required. ADDITIONAL LINKS Website:https://www.thelinelofts.com Contact info: On-Site Manager show contact info Leasing show contact info D66WH4",1.0,1.0,,,,,,,,,,False
<built-in function id>,westside-southbay,Hollywood/Koreatown,6762426536.0,2018-12-01,1:02pm,,,Newer 1 Bedroom 1 Bath in Hollywood/Koreatown + W/D + SS Appliances,$3095,12.0,685,apartment,"Where artistry, culture, and style unite, discover a unique luxury at The Micropolitan at Larchmont Village. Located in the Larchmont area in Los Angeles, the most sought after destination for Los Angeles' most famous attractions, Micropolitan with its inspirational, boutique flavor is just steps to Larchmont Village, Hollywood, and Hancock Park's dining, boutique shopping, entertainment venues, major employers and rapid transit stations. The Micropolitan at Larchmont Village boasts open floor plans with luxury interiors including stainless steel appliances, countertops with full tile backsplash, LED recessed lighting, spacious balconies, dual zone heating and air with mobile friendly thermostats, hardwood flooring, and custom Elfa walk-in closets. Whether you relish in the relaxing vibrations of Larchmont or Melrose, pick up some fresh produce or grab a bite to eat one of LA's top restaurants, The Micropolitan at Larchmont Village's location will exceed your expectations and ignite your desire to experience the culture and style of Los Angeles and all within steps of your front door. Lease today and be one of few to live and experience this exclusive, one of a kind luxury apartment community. show contact info http://www.micropolitanatlarchmontvillage.com/ APARTMENT AMENITIES - Stainless Steel Frigidaire Appliances (Dishwasher, Microwave, Stove) - Stainless Steel Side by Side Refrigerator - Full Size Washer & Dryer - Hardwood Vinyl Flooring - Patio/Balcony - Walk-in Closets - Counter Tops with Full Tile Backsplashes - Custom Cabinet Lighting - Deep Soaking Tubs - Designer Kitchen Cabinets - Dual Zone Heating and Air with Mobile Friendly Thermostats - Elfa® Custom Closets - LED Recessed Lights - Linen, Pantry and Coat Closet - Open Layouts and Upscale Design Touches - Oversized Windows and Designer Shades - Shower Enclosures - Spaces for Large Flat Screen TVs - Tiled Showers and Bath Surrounds - USB Charging Outlets COMMUNITY AMENITIES - BBQ/Picnic Area - Bike Racks - Controlled Access/Gated - Covered Parking Available - Elevator - Green Building - High Speed Internet - Package Receiving - Recycling - Sundeck - Complimentary Coffee Bar - Game Room with Table Tennis - Online Rent Payments Available - Personal Storage Available - Bicycle Storage - Pet Spa - Year-round Outdoor Entertainment - Dry Cleaning Service Available - Resort-Inspired Outdoor Lounge Areas - Pet Friendly (Restrictions Apply) - Professional On-Site Management - Rooftop Deck - Wheelchair Access PET POLICY Pets Welcome with an Additional Deposit. Call for Details and Restrictions. 5825 Camerford Avenue Los Angeles, CA 90038 Thank you for viewing this Ad. We look forward to meeting you. (: Square Footage Is Approximate. Price and availability are subject to change. Close to Dog Longpre Park, Robert Burns Park, Bricks and Scones, Musicians Credit Union, Pavilions, Park's Place, CVS, Larchmont Village Farmers' Market, Paramount Pictures, Lounge Theatre, Hollywood Recreation Center, Wilton Historic District, Cinespia Hollywood Forever Cemetery, Cafe Americano, Metro Cafe. Cities: Central LA, Fairfax, Miracle Mile, Hollywood, Koreatown, Hollywood Hills, Loz Feliz and Greater Wilshire/Hancock Park, Palms, Beverly Hills, Beverly Grove, Beverly Center, Pico, Venice, Culver City, Los Angeles, Playa Del Rey, Santa Monica, Marina Del Rey, Burbank, North Hollywood, Century City, West Hollywood",1.0,1.0,cats are OK - purrr,dogs are OK - wooof,w/d in unit,,,no smoking,,,,False
<built-in function id>,central LA,Westlake,6762426468.0,2018-12-01,1:02pm,,,Beautiful apartment! Stainless steel kitchen! Aspen Apartments,$1993,8.0,665,apartment,"Aspen ApartmentsWe're located at: 160 S Virgil Ave Los Angeles, CA 90004 show contact info Take a look at what Aspen Apartments has to offer! Aspen Apartments offers spacious Studio, one and two bedroom apartments with re-styled interiors, air-conditioning, spacious closets, mirrored wardrobe doors, free electricity and private patio/balcony. Our pet friendly community provides parking, pool and spa, fitness center, BBQ/picnic area, conference room, parcel pending lockers, laundry facility and panoramic views. Minutes away from shopping, dining and entertainment options. Easy access to the 2, 5, 10, 101 and 110 freeways. 1 bedroom / 1 bathroom / $1820/month Lease Terms: 12-Month Leasing Office: show contact info Leasing Hours: Mon - Sun: 9:00 AM - 6:00 PMAdditional Information: * On-Site Maintenance* Internet Cafe* Accepts Credit Card Payments* Two 24-Hour Fitness Centers w/ LCD TV's* Coffee Bar* Media Room* Controlled Access* Elevator* Business Center Website: http://www.AspenApts.com Professionally managed by Polaris Property Management EQUAL HOUSING OPPORTUNITY",1.0,1.0,cats are OK - purrr,dogs are OK - wooof,,,,,,,,False
<built-in function id>,long beach / 562,"Long Beach, CA",6762329844.0,2018-12-01,11:19am,,,Fabulous / Spacious 1 Bedroom Downstairs Unit Move in Ready.,$680,7.0,650,apartment,Features and Amenities: - Downstairs Unit - 1 Bedroom - 1 Bathroom - New Stainless Gas Stove / Oven Included - New Granite Counter-Tops - New Hardwood Flooring - Laundry On-Site - 1 Parking Space Included - Utilities included: Water and Sewage -And much more!,1.0,1.0,cats are OK - purrr,dogs are OK - wooof,laundry on site,carport,,,,https://losangeles.craigslist.org/lgb/apa/d/fabulous-spacious-1-bedroom/6762329844.html,This posting has been flagged for removal.                 [?],True
<built-in function id>,SF valley,tarzana,6762426180.0,2018-12-01,1:02pm,,,1 Bedroom in Tarzana With Pool * Quartz * SS Appliances,$1750,9.0,800,apartment,"Welcome home to 5830 Reseda Boulevard situated in Tarzana. 5830 Reseda offers luxurious one and two bedrooms with oversized living rooms and walk in closets for all your storage needs. Commuting is easy with quick access to the 101 freeway and Ventura Blvd. Enjoy luxury living with amenities including a clubhouse, fitness center, pool, hot tub, sundeck, and more! Property Features:- Park-like Setting - Laundry Facility - Easy Access to Shopping - Soothing Spa/Hot Tub - Picnic Area with Barbecue - Covered Parking* - State-Of-The-Art Fitness Center - Shimmering Swimming Pool - Clubhouse - Ping-pong - Public Parks Nearby - Access to Public Transportation - Sun Deck - Gated Access - Beautiful Landscaping - On Call Maintenance - Easy Access to the 101 Freeway Apartment Features:^ Top Floor Unit ^ Black Quartz Counters ^ Hardwood Inspired Flooring ^ Shaker Cabinets ^ Stainless Steel Appliances ^ All New Brushed Nickel Fixtures ^ LED Lighting ^ White Glass Wardrobe Doors ^ Top Floor Unit ^ Great View - Refrigerator - Large Living Rooms - Disposal - Microwave - Dishwasher - Spacious Walk In Closet* - Gas Range - Carpeted Floors - Breakfast Bar - Vaulted Ceilings* - Air Conditioning - Ceiling Fan(s) 5830 Reseda Boulevard Tarzana, CA show contact info http://www.5830reseda.com/ Thank you for taking the time to view this Ad. We look forward to meeting you. (: Price and availability are subject to change.* With Select Apartment Homes. Square ft. may not be exact. Cities: Lake Balboa, Sherman Oaks, Encino",1.0,1.0,cats are OK - purrr,,laundry on site,,,,,,,False
<built-in function id>,westside-southbay,Westwood-RENOVATION SPECIAL,6762319399.0,2018-12-01,11:09am,,,Renovated 1+Den in Westwood--Heated Pool-Gym-SS Appliances,$3495,9.0,800,apartment,"RENOVATION SPECIAL 1 MONTH FREE ON A 12 MONTH LEASE. With a peaceful setting created by ivy-draped walls, interaction-focused lounge areas and a resort-style pool, you'll be surprised to find edgy features hidden throughout the property. Custom graffiti art walls, cabana lounges and sultry color palettes keep the vibe energetic. Hilgard Homes proudly mirrors the multidimensional layers of Westwood Village. Located just seconds from the Botanical Gardens and UCLA Campus, as well as countless restaurants and shops, Hilgard Homes offers an outstanding Walk Score of 82. The community is surrounding by a bustling neighborhood, yet set in such a way that a retreat from the busy world is always available. Your new life awaits you, at Hilgard Homes. Community Amenities - Laundry Facilities & Dry Cleaning - Heated Resort-Style Pool - Outdoor Cabana Lounges - Conference & Study Room - Brand New Fitness Center - Custom Graffiti Art Wall - Lush Landscaping - Multiple Elevators Apartment Amenities - Quartz Countertops & Backsplashes - Penthouse Options - Air Conditioning - Double Pane Windows - Floor to Ceiling Tile Showers - Private Balconies and Patios - Gourmet Appliance Package - Spacious Walk In Closet(s) - Plank Flooring Throughout In-Unit Features & Amenities Vary 870 Hilgard Avenue Westwood, CA Thank you for taking the time to view this Ad. We look forward to meeting you. ) Price & availability are subject to change. Square footage may not be exact. Century City, Holmby Hills, Beverly Hills, Sunset Strip, Brentwood, Bel Air, West Los Angeles, Cheviot Hills, UCLA",1.0,1.0,cats are OK - purrr,dogs are OK - wooof,laundry in bldg,off-street parking,,,,,,False
<built-in function id>,SF valley,,6762423936.0,2018-12-01,12:59pm,,,"Three Outdoor BBQ Areas, Ceiling Fans, On-Site Maintenance, Jacuzzi",$2190,11.0,726,apartment,"Let's BBQ! Welcome home to Waterstone Media Center Call Now: show contact info Waterstone Media Center Apartments 311 N. Buena Vista St., #108, Burbank, CA, 91505 Want more info on this unit? See the link (below):http://pinnaclefamily.aptdetails.com/40k0w2 This is a 1 Bedroom, 1 Bath, approximately 717-726 Sq. Ft. At Waterstone Media Center, our mission is simple; to provide each of our residents with exceptional service and an excellent living experience! We cater to your convenience, from our superb location to all the little things we do to make you feel welcome. Our helpful and friendly staff members are waiting to serve you with quality, convenience and service. Be next in line to lease! Features - Accent Walls - Walk-In Closets - Carpeting - Ceiling Fans - Garbage disposal - Fireplace - Microwave - Green Initiatives - Dishwasher - Underground Parking - Balcony - Vaulted Ceiling in Select Homes Community Amenities - On-Site Management - Jacuzzi - Handicap Access Homes Available - On-Site Maintenance - Free Wi-Fi in Selected Areas - Two Sparkling Swimming Pools - Covered Parking Available - Cable/Satellite Ready - Three Laundry Facilities - Three Fitness Centers - Central Heat and Air Conditioning - Controlled Access Community - Three Outdoor BBQ Areas Pet Policy Pet Friendly Office Hours TUES - SAT 9:00 AM - 6:00 PM Equal Housing Opportunity P8kKWjnpF",1.0,1.0,cats are OK - purrr,dogs are OK - wooof,laundry on site,detached garage,,no smoking,,,,False
<built-in function id>,SF valley,Sherman Oaks,6762423348.0,2018-12-01,12:59pm,,,Lovely One Bedroom One Bath!  Upgraded floor plan!,$1795,4.0,590,apartment,"Welcome Home to Summer View Apartments. A beautiful apartment community located in Sherman Oaks, California.Our convenient location is just minutes from the 405 and 101, within walking distance of Sherman Oaks Galleria, Woodley Ave Park, Balboa Sports Center and the Sepulveda Golf Complex. Summer View offers a spacious one bedroom apartment home with a bright and airy floor plan featuring a gourmet kitchen with pantry, plush carpeting and vinyl hardwood floors, large hallway closets, vanity outside the bathroom, vertical blinds and air conditioning. Our beautifully landscaped and gated access community lets you take a refreshing dip in our sparkling pool, keep in shape in the state-of-the-art fitness center, challenge friends or neighbors to a rousing game of tennis or basketball, or enjoy a barbecue in the picnic area. Give our friendly, professional staff a call to schedule your personal tour today! Call Now: show contact info Want more info on this unit? See the link (below):http://lease.conam.com/7g641v This is a 1 Bedroom, 1 Bath, approximately 590 Sq. Ft. Features - Cable Ready - Vertical Blinds - Large Hallway Closets - Pantry - Vanity Outside Bathroom - Vinyl Hardwood Floors - Disability Access - Microwave - Air Conditioning - Mirrored Closet Doors - Carpeted Floors - Some Paid Utilities Community Amenities - Covered Parking - Shimmering Swimming Pool - Copy & Fax Services - On Call Maintenance - Gated Access - Bark Park - Cable Available - Public Parks Nearby - State-Of-The-Art Fitness Center - Easy Access to Freeways - Picnic Area with Barbecue - On-Site Maintenance - Access to Public Transportation - Elevator - Laundry Facility - Tennis Court - Pet Waste Stations - Basketball Court - Easy Access To Shopping - Private Outdoor Space - Assigned Parking Pet Policy Pets allowed upon approval. For dogs: 25lb weight limit. Breed Restrictions apply, no aggressive breeds allowed. All dogs must be kept on a leash. Security deposit is $500.00 per pet. Maximum of two pets allowed. Office Hours Monday-Saturday: 9:00 am - 6:00 pm Sunday: 11 am - 5 pm Summer View Apartments 15353 Weddington Street, Sherman Oaks, CA, 91411Disclaimer: Please be aware of scams on Craigslist. It is our practice never to require someone to complete a credit application or provide personal credit information before touring an apartment home. Rent is based on lease term selected. Please contact office for more details. Prices subject to change.Equal Housing Opportunity vwCJq62qi",1.0,1.0,cats are OK - purrr,dogs are OK - wooof,laundry in bldg,carport,,no smoking,,,,False
<built-in function id>,westside-southbay,Culver City Sdj,6747942538.0,2018-11-13,8:28am,2018-12-01,12:57pm,"Large-newer 1bed 1 bth, wd Flrs, new kitchen, walk to CC & metro",$2495,9.0,1000,apartment,"Newer-Large One bedroom one bath unit, 5 min walking distance to downtown Culver City and metro rail stations, new wood floors, high ceilings, walk in closets, new kitchen with stainless steel appliances and granite countertop, new lighting fixtures throughout, approximately 1000 ft.², lots of light and window cove One bedroom one bath unit, walking distance to downtown Culver City and metro rail stations, new wood floors, high ceilings, walk in closet, new kitchen with stainless steel appliances and granite countertop, new lighting fixtures throughout, approximately 1000 ft.², lots of Natural light, window coverings, balcony, fireplace, central heating and central air conditioning, took car gated parking, laundry on site, very few common walls, upper unit, Nine unit newer building built in 1990. Please call for quickest response show contact info",1.0,1.0,cats are OK - purrr,dogs are OK - wooof,laundry on site,attached garage,,,,,,False
<built-in function id>,SF valley,Studio City,6753111650.0,2018-11-19,2:12pm,2018-12-01,12:57pm,"1 bed 1 bath Elevator, Plank Flooring",$2230,16.0,785,apartment,"Our convenient location puts you exactly where you want to be. We offer our residents the finest in modern amenities, including controlled access, an elevator, and a laundry room on every floor. With a wide variety of apartment designs, 4250 Coldwater Canyon has a living space for every need. Visit us today to begin living the lifestyle you deserve. -Carpeted Bedrooms -Elevator -Fireplace -Quartz Countertops -On-site Laundry Rooms -Controlled Access/Gated -Newly Renovated Building -Off Street Parking -Mirrored Closets -Dishwasher -Gas Range -Plank Flooring -Secured Entry Building -Air Conditioner -Gated Garage Call: show contact info",1.0,1.0,cats are OK - purrr,dogs are OK - wooof,laundry on site,detached garage,,,,,,False
<built-in function id>,SF valley,Studio City,6762421518.0,2018-12-01,12:57pm,,,Immaculate Jr 1 bed 1 Bath $200.00 Off First Month Rent + 2 Week Free,$1658,6.0,,apartment,"Call Now - show contact info This is a 1 Bedroom, 1 Bath, approximately 618 Sq. Ft. This Studio City apartment community offers a beautiful courtyard setting surrounded by lush landscaping. Relax and enjoy the ambiance of our outdoor spa after a day at the office or you can walk to the charming nearby bistros and sidewalk cafes. The close proximity to 110, 170, and the 134 freeways help to make commuting to all parts of Los Angeles convenient. In addition, the Metro Orange Line is within walking distance and can make your commute to Hollywood or Downtown L.A. relaxing and quick. Features: Disposals, Mirrored Wardrobe Closets, Air Conditioning, Ceiling Fans, Dishwashers, Fireplaces, New Carpet*, Vertical Blinds, Cable TV Ready, Partial Paid Utilities *In Select Units Community Amenities: Fitness Center, Soothing Spa, Friendly, professional on-site management, Sun Deck Area, Elevator Service, Gated Subterranean Parking, Controlled Access Entry, Responsive Maintenance, Social Area w/ BBQ Grills, Laundry facilities, Beautiful Courtyard, Pet Policy: Sorry no pets. Follow This Link for More Information: http://rent.carloproperties.com/0du1r7 Equal Housing Opportunity Available floor plan maybe different then the one that is shown. Sherman Oaks Studio City North Hollywood Burbank Valley Village Toluca Lake Van Nuys Encino Tarzana Woodland Hills West Hills Chatsworth Northridge North Hills Granada Hills Porter Ranch Ventura Blvd South Valley Lake Balboa Reseda SmZ36HfYPi2",1.0,1.0,,,laundry in bldg,carport,,,,,,False
<built-in function id>,westside-southbay,,6760606208.0,2018-11-29,10:05am,2018-12-01,12:55pm,Stunning Modern Just Renovated 1+1 Avail January 15th!,$2250,16.0,736,apartment,"New high-end interiors, large terraces, two pools and easy access to the 405 and the beach make The Park View On Yukon both a luxurious retreat and gateway to the best of Los Angeles. Live the South Bay life five miles from the sand, moments from renowned restaurants and shopping and adjacent to Alondra Park, complete with sports courts and a golf course. Each residence is bright and airy and features designer quartz finishes, wood-style flooring, stainless steel appliances, and a spacious terrace. Two resort-like pools and lush green lawns are shared exclusively by residents, ideal for weekend lawn games and daily dining al fresco. Covered parking is included and Yukon Avenue's park-like setting provides safe and simple guest parking. Less than one mile from El Camino College. Building Features • New high-end interiors, large terraces, two pools, 3 pet areas •Faux Wood flooring throughout •Calacatta quartz countertop, backsplash •Frigidaire All Stainless Steel Appliances •Calacatta quartz vanity •Balcony •2 Assigned covered parking spaces Office Hours Monday to Friday from 9:00 am to 6:00 pm. Will stay late on Tuesday and Thursday by appointment only. Call today show contact info",1.0,1.0,cats are OK - purrr,dogs are OK - wooof,laundry in bldg,detached garage,,no smoking,,,,False
<built-in function id>,san gabriel valley,Studio City,6762421124.0,2018-12-01,12:56pm,,,$300 Off First Months Rent! Prime Location! Near Universal Studios!,$1650,8.0,,apartment,"$300 Off First Months Rent! Charming 1+1 Near Ventura Blvd & Universal! Property Address 10645 Valley Spring Lane #15 | North Hollywood, CA 91602 Offered By P.A.C. Properties | show contact info Description Looking for a cute apartment with a ton of character and charm? Look no further! The location can't be beat, as it is just few blocks from the Universal City Metro Station, Universal Studios and close to the Universal City Walk and local parks! You can also make the most of Southern California's perfect weather by taking a dip in the sparkling pool. Come check out your new home today! Limited Time: $300 Off First Months Rent! - O.A.C. Apartment Features -- Second Floor Unit, Mocha Wood Floors Through Out, NEW Quartz Counters Coming Soon!, Extra Storage Cabinets & Shelving In Living Room, White Gas Appliances, Spacious Layout, Bedroom Fits King Sized Bed, Large Walk In Closet, Wall AC. Close Access To -- North Hollywood / Burbank / Valley Village / Universal City / Hollywood / Universal Studios City Walk / Toluca Lake / Studio City / The 101, 170, and 134 freeways / Fantastic Shopping & Dining Amenities Pet Friendly Dedicated Parking Community Sundeck Swimming Pool Easy Freeway Access 170 Easy Freeway Access 134 Pet Friendly Up to 90 lbs Cats Welcomed Dogs Welcomed Laundry On Site Details Beds/Baths: 1BD/1.0BA Rental Terms Rent: $1,650.00 Application Fee: $35.00 Security Deposit: $600.00",1.0,1.0,cats are OK - purrr,dogs are OK - wooof,laundry on site,off-street parking,,,,,,False
<built-in function id>,SF valley,Canoga Park 91304,6752852375.0,2018-11-19,10:00am,2018-12-01,12:55pm,"Canoga Park 1+1, Central Air, Swimming Pool, SS Appliances",$1450,4.0,650,apartment,"WELCOME TO 21225 ROSCOE BLVD, CANOGA PARK Here at Roscoe Terrace you will find comforts such an inviting pool and lush landscape. You will love stepping into your apartment home and relaxing on your very own private balcony/patio. Do you spend a lot of time in the kitchen? If so, you have the choice of an apartment with stainless steel appliances. Roscoe Terrace is located in between the 101 & 118 freeways, just moments to Westfield Shopping mall, Home Depot, Costco, Supermarkets & many more local conveniences. On site management and maintenance are here to make you feel right at home. Contact them today! Unique Features: Granite Counters* Stainless Steel Stove/Oven* Updated Bathrooms* New Ceiling fan Central Air Conditioning * In Select units Community Features: On-Site Management Swimming Pool Laundry Facilities Parking Garage Close to the Metro Line, Shopping and Public Schools, Westfield Mall Reseda, West Hills, Warner Center, Chatsworth, Northridge, Canoga Park, Granada Hills, North Valley, Tarzana, Encino, Woodland Hills. do NOT contact me with unsolicited services or offers",1.0,1.0,,,laundry on site,,,,,,,False
<built-in function id>,SF valley,Los Angeles,6762419815.0,2018-12-01,12:55pm,,,$300 Off First Months Rent! 1BR in Fairfax District! Parking Included!,$1895,8.0,,apartment,"$300 Off First Months Rent! 1920'S Vintage Miracle Mile Apt! New Upgrades, Prime Location! Property Address 825 S Orange Grove Avenue # A | Los Angeles, CA 90036 Offered By P.A.C. Properties | show contact info Description Located in historical Miracle Mile and 1 block south of Wilshire Blvd and North of San Vicente / Olympic intersection in Miracle Mile. This property has easy access to prime areas. Visit the LACMA museum, have dinner at The Grove, or check out the night life on Fairfax Ave. $300 Off First Months Rent - O.A.C! Apartment Features: Stove, Venthood, Spacious Layout, Dedicated Parking! We will be installing: - NEW Honeycomb Tile - NEW Gorgeous Quartz Counters with Subway BackSplash! - Spacious Layout Close to: West Hollywood / Wilshire Blvd. / Beverly Grove / La Brea /Beverly Hills / Century City **Similar Unit Pictured ** **Pricing Subject to Change** Amenities Great Location Natural Lighting Vintage Charm Details Beds/Baths: 1BD/1.0BA Rental Terms Rent: $1,895.00 Application Fee: $35.00 Security Deposit: $600.00 Pet Policy Cats allowed Dogs allowed",1.0,1.0,cats are OK - purrr,dogs are OK - wooof,laundry in bldg,off-street parking,,,,,,False
<built-in function id>,SF valley,Northridge | Moments to CSUN,6762377284.0,2018-12-01,12:08pm,,,Newly Upgraded 1 Bedroom in Northridge -Walk-in Closet -Central A/C,$1725,5.0,758,apartment,"Welcome to the finest in apartment living. Our prime location in Northridge, California, places you just minutes away from CSUN, Northridge Fashion Center, shopping, fine dining and exciting nightlife. We offer our residents an array of superb community features! Take advantage of our sparkling pool, fitness center and laundry facility. Our community is the perfect place to relax and enjoy all the pleasures of life. Experience the finest luxury apartment living at Chateau Vincennes. APARTMENT AMENITIES ^ Upgarded Unit! ^ Quartz Counter Tops ^ Stainless Steel Appliances ^ Plank Throughout ^ Large Walk-in Closet ^ Central A/C ^ Corner Unit ^ Lots of storage - Carpeting - Central Air - Dishwasher - Disposal - Gas Range - Microwave - Patio* - Wood Inspired Flooring* - Granite Counter Tops* - Tile* * With Select Apartment Homes COMMUNITY AMENITIES - Controlled Access/Gated - Elevator - Fitness Center - Gated Covered Parking - Laundry Facility - Pool PET POLICY Cats Welcome. Call for Details and Restrictions. 18541 Vincennes Street Northridge, CA 91324 Thank you for viewing this Ad. We look forward to meeting you. (: Square Footage Is Approximate. Price and availability are subject to change. Close to Northridge Pacific Theaters, White Harte Pub, Trader Joe's, Tilted Kilt Pub and Eatery, Chipotle Mexican Grill, Robin Hood British Pub, Northridge Fashion Center, The Pub Sports Grill, The Habit, Albertsons, Regency Theaters, The Greyhound Bar & Grill, Rubio's Coastal Grill, Crown and Anchor, Applebee's, Ralphs, VonsNearby Woodland Hills, Porter Ranch, San Fernando, Reseda, Tarzana, Chatsworth, Winnetka, West Hills, Near CSUN, Granada Hills, North Hills.",1.0,1.0,cats are OK - purrr,,laundry on site,off-street parking,,,,,,False
